ID,Name,StudyHours,Attendance,Marks,Grade,Result,Performance Score
487,Student_487,1.4,55,63.8,C,Pass,54.82999999999999
488,Student_488,3.5,58,94.9,A,Pass,78.44
489,Student_489,9.6,88,72.0,C,Pass,84.39999999999999
490,Student_490,9.0,80,49.5,D,Pass,67.7
491,Student_491,5.1,81,81.8,B,Pass,79.53
492,Student_492,6.6,90,87.6,B,Pass,88.26
493,Student_493,3.5,99,59.0,D,Pass,67.15
494,Student_494,2.7,61,91.4,A,Pass,75.49000000000001
495,Student_495,5.2,57,94.4,A,Pass,81.29
496,Student_496,4.2,57,56.6,D,Pass,56.61
497,Student_497,6.3,99,99.0,A,Pass,96.75
498,Student_498,1.7,77,48.4,D,Pass,51.69
499,Student_499,9.8,69,52.1,D,Pass,68.11
500,Student_500,9.9,96,51.1,D,Pass,74.46
501,Student_501,7.3,56,93.6,A,Pass,84.75999999999999
502,Student_502,5.8,60,79.3,B,Pass,74.17999999999999
503,Student_503,3.8,69,49.1,D,Pass,54.31
504,Student_504,8.3,65,66.4,C,Pass,72.69
505,Student_505,7.2,53,76.9,B,Pass,73.79
506,Student_506,2.5,55,45.0,D,Pass,45.75
507,Student_507,9.2,71,92.9,A,Pass,91.89000000000001
508,Student_508,8.4,75,88.2,B,Pass,88.47
509,Student_509,9.5,52,70.3,C,Pass,74.18
510,Student_510,7.5,90,98.0,A,Pass,96.3
511,Student_511,6.5,91,65.1,C,Pass,74.81
512,Student_512,4.8,63,99.0,A,Pass,84.75
513,Student_513,9.4,60,80.1,B,Pass,81.86
514,Student_514,8.8,67,78.1,B,Pass,81.21
515,Student_515,1.4,61,50.0,D,Pass,48.05
516,Student_516,1.2,72,92.9,A,Pass,76.14000000000001
517,Student_517,4.4,61,65.6,C,Pass,63.41
518,Student_518,8.3,62,49.7,D,Pass,61.92
519,Student_519,9.9,74,40.8,D,Pass,62.78
520,Student_520,2.4,94,73.6,C,Pass,72.46
521,Student_521,6.3,100,71.6,C,Pass,80.55999999999999
522,Student_522,4.4,68,83.2,B,Pass,75.72
523,Student_523,9.7,95,69.99137749737118,C,Pass,85.1448264984227
524,Student_524,8.6,85,44.8,D,Pass,65.33
525,Student_525,8.5,94,83.9,B,Pass,90.84
526,Student_526,5.2,57,51.2,D,Pass,55.37
527,Student_527,4.7,78,91.5,A,Pass,83.80000000000001
528,Student_528,3.5,81,89.1,B,Pass,80.71
529,Student_529,1.5,100,72.4,C,Pass,71.44
530,Student_530,8.8,93,82.6,B,Pass,90.41
531,Student_531,8.3,67,58.9,D,Pass,68.69
532,Student_532,10.0,55,68.3,C,Pass,74.72999999999999
533,Student_533,10.0,67,89.3,B,Pass,90.33
534,Student_534,6.0,68,67.6,C,Pass,69.56
535,Student_535,7.9,71,61.5,C,Pass,70.45
536,Student_536,9.5,86,69.99137749737118,C,Pass,82.4948264984227
537,Student_537,8.6,81,89.7,B,Pass,91.27
538,Student_538,3.2,90,60.1,C,Pass,64.96000000000001
539,Student_539,5.1,52,50.4,D,Pass,53.44
540,Student_540,2.2,77,82.7,B,Pass,73.27000000000001
541,Student_541,9.6,59,89.6,B,Pass,87.71
542,Student_542,6.5,100,46.0,D,Pass,65.6
543,Student_543,3.1,84,54.4,D,Pass,59.84
544,Student_544,7.0,78,48.5,D,Pass,62.599999999999994
545,Student_545,6.6,64,60.9,C,Pass,65.74
546,Student_546,4.2,82,67.0,C,Pass,69.1
547,Student_547,2.0,56,84.9,B,Pass,68.94
548,Student_548,7.0,61,79.1,B,Pass,76.71
549,Student_549,5.7,98,77.3,B,Pass,82.28
550,Student_550,8.0,79,61.1,C,Pass,72.41
551,Student_551,5.7,70,90.5,A,Pass,83.2
552,Student_552,8.7,80,68.3,C,Pass,78.38
553,Student_553,6.0,73,98.7,A,Pass,89.47
554,Student_554,6.0,69,78.0,B,Pass,76.05
555,Student_555,8.9,86,47.6,D,Pass,67.86
556,Student_556,4.6,53,80.6,B,Pass,70.80999999999999
557,Student_557,2.2,77,59.5,D,Pass,59.349999999999994
558,Student_558,1.3,93,81.2,B,Pass,74.57
559,Student_559,7.8,69,44.2,D,Pass,59.37
560,Student_560,6.6,73,50.5,D,Pass,61.75
561,Student_561,7.3,99,91.3,A,Pass,94.13
562,Student_562,2.9,98,53.6,D,Pass,62.459999999999994
563,Student_563,2.2,100,90.2,A,Pass,83.52000000000001
564,Student_564,1.1,81,56.8,D,Pass,56.53
565,Student_565,4.2,90,78.6,B,Pass,78.06
566,Student_566,6.3,85,81.6,B,Pass,82.80999999999999
567,Student_567,4.5,83,70.8,C,Pass,72.22999999999999
568,Student_568,4.9,85,69.99137749737118,C,Pass,73.04482649842271
569,Student_569,9.1,51,52.8,D,Pass,62.629999999999995
570,Student_570,4.1,64,42.0,D,Pass,49.400000000000006
571,Student_571,5.6,83,58.2,D,Pass,66.87
572,Student_572,8.1,85,79.2,B,Pass,84.97000000000001
573,Student_573,4.6,55,96.3,A,Pass,80.73
574,Student_574,6.6,88,92.3,A,Pass,90.58
575,Student_575,8.8,91,86.0,B,Pass,91.94999999999999
576,Student_576,9.5,100,87.3,B,Pass,96.38
577,Student_577,2.3,100,69.99137749737118,C,Pass,71.59482649842269
578,Student_578,9.3,61,55.6,D,Pass,67.21000000000001
579,Student_579,5.4,52,94.4,A,Pass,80.44
580,Student_580,3.3,94,80.2,B,Pass,78.22
581,Student_581,5.1,67,73.6,C,Pass,71.11
582,Student_582,9.8,89,46.7,D,Pass,69.87
583,Student_583,5.4,70,66.8,C,Pass,68.38
584,Student_584,4.0,64,67.6,C,Pass,64.56
585,Student_585,6.7,82,91.9,A,Pass,89.04
586,Student_586,3.2,84,72.8,C,Pass,71.08000000000001
587,Student_587,1.7,75,62.8,C,Pass,59.83
588,Student_588,2.2,57,98.6,A,Pass,77.81
589,Student_589,2.2,85,46.6,D,Pass,53.61
590,Student_590,2.4,97,65.4,C,Pass,68.29
591,Student_591,2.2,79,42.5,D,Pass,49.65
592,Student_592,6.8,72,84.4,B,Pass,82.24
593,Student_593,2.6,91,95.1,A,Pass,85.01
594,Student_594,4.1,93,56.8,D,Pass,65.53
595,Student_595,9.1,63,91.5,A,Pass,88.85000000000001
596,Student_596,5.3,63,57.5,D,Pass,60.85
597,Student_597,7.0,51,94.6,A,Pass,83.50999999999999
598,Student_598,2.6,86,85.2,B,Pass,77.82000000000001
599,Student_599,2.7,54,88.3,B,Pass,71.88
600,Student_600,1.4,87,41.1,D,Pass,49.209999999999994
601,Student_601,2.5,94,97.8,A,Pass,87.17999999999999
602,Student_602,3.5,90,83.6,B,Pass,79.66
603,Student_603,2.6,96,58.3,D,Pass,64.17999999999999
604,Student_604,1.8,63,89.8,B,Pass,73.22999999999999
605,Student_605,2.1,88,56.9,D,Pass,60.34
606,Student_606,5.1,74,92.4,A,Pass,84.14
607,Student_607,2.9,69,46.8,D,Pass,51.129999999999995
608,Student_608,4.3,51,82.2,B,Pass,70.67
609,Student_609,5.5,88,72.4,C,Pass,76.44
610,Student_610,7.2,55,45.8,D,Pass,55.629999999999995
611,Student_611,1.4,66,54.5,D,Pass,51.99999999999999
612,Student_612,8.2,74,69.99137749737118,C,Pass,76.8948264984227
613,Student_613,6.7,77,68.1,C,Pass,73.50999999999999
614,Student_614,1.7,51,58.1,D,Pass,51.01
615,Student_615,8.9,84,75.9,B,Pass,84.33999999999999
616,Student_616,9.3,86,57.8,D,Pass,74.78
617,Student_617,1.5,54,58.0,D,Pass,51.3
618,Student_618,3.5,50,84.6,B,Pass,70.25999999999999
619,Student_619,8.3,89,69.99137749737118,C,Pass,80.84482649842269
620,Student_620,7.7,61,94.2,A,Pass,87.17000000000002
621,Student_621,2.7,85,91.1,A,Pass,81.31
622,Student_622,2.9,94,80.1,B,Pass,77.36
623,Student_623,4.3,72,75.6,B,Pass,71.96
624,Student_624,5.4,96,69.99137749737118,C,Pass,76.7948264984227
625,Student_625,6.6,80,51.1,D,Pass,63.86
626,Student_626,4.3,60,44.7,D,Pass,50.42
627,Student_627,5.2,59,54.4,D,Pass,57.79
628,Student_628,7.7,52,87.7,B,Pass,81.02000000000001
629,Student_629,1.3,63,42.1,D,Pass,43.61000000000001
630,Student_630,3.3,65,75.0,B,Pass,67.85
631,Student_631,7.4,59,99.7,A,Pass,89.36999999999999
632,Student_632,9.1,78,69.99137749737118,C,Pass,79.6948264984227
633,Student_633,5.6,59,69.99137749737118,C,Pass,67.9448264984227
634,Student_634,5.8,61,43.8,D,Pass,53.13
635,Student_635,2.0,79,89.9,B,Pass,77.69
636,Student_636,5.0,90,75.9,B,Pass,78.03999999999999
637,Student_637,5.8,50,46.9,D,Pass,52.24
638,Student_638,3.2,54,45.6,D,Pass,47.26
639,Student_639,3.4,69,94.6,A,Pass,80.80999999999999
640,Student_640,4.4,57,80.2,B,Pass,71.17
641,Student_641,1.2,92,89.8,B,Pass,79.28
642,Student_642,3.9,61,92.7,A,Pass,78.67
643,Student_643,2.9,50,74.3,C,Pass,62.879999999999995
644,Student_644,3.9,69,71.0,C,Pass,67.65
645,Student_645,2.1,77,65.8,C,Pass,62.93
646,Student_646,9.0,92,59.0,D,Pass,76.4
647,Student_647,6.3,86,66.1,C,Pass,73.75999999999999
648,Student_648,7.1,96,86.4,B,Pass,90.04
649,Student_649,8.1,86,76.1,B,Pass,83.36
650,Student_650,5.5,61,93.6,A,Pass,82.41
651,Student_651,1.8,86,69.99137749737118,C,Pass,67.0948264984227
652,Student_652,5.8,98,76.4,B,Pass,81.94
653,Student_653,6.3,98,77.9,B,Pass,83.84
654,Student_654,7.7,93,75.5,B,Pass,83.95
655,Student_655,4.9,77,82.2,B,Pass,78.36999999999999
656,Student_656,2.1,96,54.2,D,Pass,60.720000000000006
657,Student_657,3.6,64,70.7,C,Pass,65.62
658,Student_658,4.3,55,46.3,D,Pass,50.13
659,Student_659,6.8,93,69.99137749737118,C,Pass,78.84482649842269
660,Student_660,6.1,69,69.3,C,Pass,71.03
661,Student_661,4.2,99,79.1,B,Pass,80.61
662,Student_662,9.9,63,97.0,A,Pass,93.74999999999999
663,Student_663,6.5,51,76.0,B,Pass,71.35
664,Student_664,3.1,58,84.6,B,Pass,71.46
665,Student_665,1.9,86,70.4,C,Pass,67.54
666,Student_666,2.4,69,78.0,B,Pass,68.85
667,Student_667,3.2,75,44.3,D,Pass,51.73
668,Student_668,2.4,78,69.99137749737118,C,Pass,66.29482649842271
669,Student_669,2.7,50,61.7,C,Pass,54.92
670,Student_670,3.6,84,68.3,C,Pass,69.17999999999999
671,Student_671,2.6,55,42.7,D,Pass,44.57000000000001
672,Student_672,9.1,86,48.4,D,Pass,68.74
673,Student_673,1.7,54,56.6,D,Pass,50.86
674,Student_674,5.7,82,69.99137749737118,C,Pass,73.8948264984227
675,Student_675,4.7,98,59.9,D,Pass,69.84
676,Student_676,9.8,100,68.9,C,Pass,85.94
677,Student_677,2.0,63,51.8,D,Pass,50.83
678,Student_678,4.6,61,76.6,B,Pass,70.41
679,Student_679,9.7,91,56.8,D,Pass,76.22999999999999
680,Student_680,8.8,69,52.4,D,Pass,66.28999999999999
681,Student_681,8.4,99,71.0,C,Pass,84.14999999999999
682,Student_682,3.3,73,40.3,D,Pass,49.029999999999994
683,Student_683,2.5,92,40.5,D,Pass,52.3
684,Student_684,7.0,83,53.1,D,Pass,66.61
685,Student_685,9.4,74,42.2,D,Pass,62.620000000000005
686,Student_686,6.0,99,46.5,D,Pass,64.65
687,Student_687,6.1,78,60.3,C,Pass,67.88
688,Student_688,3.5,88,88.2,B,Pass,81.92
689,Student_689,7.9,80,74.3,C,Pass,80.38
690,Student_690,2.7,96,70.8,C,Pass,71.88
691,Student_691,3.9,92,69.99137749737118,C,Pass,72.7948264984227
692,Student_692,4.8,99,95.9,A,Pass,91.88999999999999
693,Student_693,5.6,72,63.8,C,Pass,67.47999999999999
694,Student_694,3.2,93,45.2,D,Pass,56.77
695,Student_695,2.0,87,77.0,B,Pass,71.94999999999999
696,Student_696,6.5,69,46.8,D,Pass,58.33
697,Student_697,3.6,72,60.7,C,Pass,61.620000000000005
698,Student_698,6.2,94,69.99137749737118,C,Pass,77.8948264984227
699,Student_699,2.4,65,92.5,A,Pass,76.55
700,Student_700,5.3,99,69.6,C,Pass,77.10999999999999
701,Student_701,5.8,91,82.1,B,Pass,83.60999999999999
702,Student_702,1.5,57,99.6,A,Pass,77.00999999999999
703,Student_703,4.0,99,47.9,D,Pass,61.489999999999995
704,Student_704,2.2,70,56.5,D,Pass,55.8
705,Student_705,1.6,50,63.7,C,Pass,53.92
706,Student_706,9.9,57,65.3,C,Pass,73.23
707,Student_707,3.9,78,64.7,C,Pass,66.12
708,Student_708,8.3,81,94.5,A,Pass,93.54999999999998
709,Student_709,3.3,87,82.8,B,Pass,78.03
710,Student_710,7.1,54,76.5,B,Pass,73.6
711,Student_711,7.8,96,58.6,D,Pass,74.75999999999999
712,Student_712,6.4,71,89.4,B,Pass,84.19
713,Student_713,5.2,96,97.3,A,Pass,92.78
714,Student_714,4.7,83,89.3,B,Pass,83.73
715,Student_715,4.1,50,40.1,D,Pass,44.760000000000005
716,Student_716,9.4,75,78.2,B,Pass,84.47
717,Student_717,8.5,92,43.1,D,Pass,65.86
718,Student_718,9.7,59,55.5,D,Pass,67.44999999999999
719,Student_719,2.1,79,43.6,D,Pass,50.11
720,Student_720,7.6,99,76.2,B,Pass,85.67
721,Student_721,9.4,67,81.2,B,Pass,84.27
722,Student_722,2.6,66,46.9,D,Pass,49.84
723,Student_723,1.6,75,63.0,C,Pass,59.75
724,Student_724,7.7,57,67.4,C,Pass,70.09
725,Student_725,6.2,96,69.99137749737118,C,Pass,78.3948264984227
726,Student_726,8.6,89,47.3,D,Pass,67.83
727,Student_727,2.3,98,65.1,C,Pass,68.16
728,Student_728,8.2,61,85.1,B,Pass,82.71000000000001
729,Student_729,2.8,76,69.99137749737118,C,Pass,66.5948264984227
730,Student_730,2.5,57,44.8,D,Pass,46.129999999999995
731,Student_731,2.5,74,61.3,C,Pass,60.279999999999994
732,Student_732,8.3,95,96.5,A,Pass,98.25
733,Student_733,7.0,53,80.1,B,Pass,75.31
734,Student_734,5.7,82,80.7,B,Pass,80.32000000000001
735,Student_735,4.2,50,61.7,C,Pass,57.92
736,Student_736,8.9,68,75.6,B,Pass,80.16
737,Student_737,4.5,80,40.6,D,Pass,53.36
738,Student_738,8.3,65,78.2,B,Pass,79.77000000000001
739,Student_739,5.0,63,94.8,A,Pass,82.63
740,Student_740,4.4,97,76.8,B,Pass,79.13
741,Student_741,5.2,54,92.4,A,Pass,79.34
742,Student_742,3.7,90,83.4,B,Pass,79.94
743,Student_743,7.7,75,47.2,D,Pass,62.47
744,Student_744,5.5,77,94.1,A,Pass,86.71
745,Student_745,3.1,51,44.0,D,Pass,45.35
746,Student_746,9.1,99,72.0,C,Pass,86.14999999999999
747,Student_747,4.5,55,48.5,D,Pass,51.849999999999994
748,Student_748,5.9,58,40.7,D,Pass,50.72
749,Student_749,9.2,82,65.3,C,Pass,78.08
750,Student_750,6.6,90,57.7,D,Pass,70.32
751,Student_751,2.1,74,69.2,C,Pass,64.22
752,Student_752,9.5,97,74.6,C,Pass,88.00999999999999
753,Student_753,6.6,62,42.6,D,Pass,54.260000000000005
754,Student_754,4.0,58,47.4,D,Pass,50.94
755,Student_755,2.3,62,73.5,C,Pass,64.2
756,Student_756,8.1,80,60.6,C,Pass,72.56
757,Student_757,6.6,90,83.8,B,Pass,85.98
758,Student_758,5.8,60,79.1,B,Pass,74.05999999999999
759,Student_759,9.0,53,90.7,A,Pass,85.67
760,Student_760,8.1,83,81.5,B,Pass,85.85000000000001
761,Student_761,2.4,87,65.8,C,Pass,66.03
762,Student_762,3.8,95,80.4,B,Pass,79.59
763,Student_763,3.2,53,56.5,D,Pass,53.55
764,Student_764,7.7,87,58.4,D,Pass,72.19
765,Student_765,1.3,68,87.3,B,Pass,71.97999999999999
766,Student_766,6.1,55,66.8,C,Pass,66.03
767,Student_767,7.9,83,87.9,B,Pass,89.29
768,Student_768,8.9,67,89.3,B,Pass,88.13
769,Student_769,4.1,62,91.5,A,Pass,78.60000000000001
770,Student_770,8.4,90,95.0,A,Pass,96.3
771,Student_771,2.0,72,65.9,C,Pass,61.54
772,Student_772,8.6,68,59.1,D,Pass,69.66
773,Student_773,2.1,94,74.9,C,Pass,72.64
774,Student_774,4.6,60,62.3,C,Pass,61.58
775,Student_775,8.2,50,76.1,B,Pass,74.56
776,Student_776,2.3,73,82.3,B,Pass,72.22999999999999
777,Student_777,3.1,56,81.3,B,Pass,68.97999999999999
778,Student_778,7.5,74,62.5,C,Pass,71.0
779,Student_779,7.5,70,50.0,D,Pass,62.5
780,Student_780,6.8,64,65.8,C,Pass,69.08
781,Student_781,7.2,50,48.6,D,Pass,56.059999999999995
782,Student_782,5.9,61,93.4,A,Pass,83.08999999999999
783,Student_783,3.3,56,60.8,C,Pass,57.08
784,Student_784,4.1,64,49.3,D,Pass,53.78
785,Student_785,2.6,70,41.5,D,Pass,47.6
786,Student_786,9.2,68,78.7,B,Pass,82.62
787,Student_787,6.3,78,78.2,B,Pass,79.02
788,Student_788,4.6,74,60.4,C,Pass,63.94
789,Student_789,5.2,82,44.3,D,Pass,57.48
790,Student_790,9.5,98,64.6,C,Pass,82.25999999999999
791,Student_791,2.4,81,58.7,D,Pass,60.269999999999996
792,Student_792,6.3,98,80.6,B,Pass,85.45999999999998
793,Student_793,5.6,84,76.3,B,Pass,77.98
794,Student_794,6.5,93,61.9,C,Pass,73.39
795,Student_795,1.2,87,53.1,D,Pass,56.01
796,Student_796,8.8,75,99.3,A,Pass,95.93
797,Student_797,9.4,60,67.2,C,Pass,74.12
798,Student_798,6.1,84,81.3,B,Pass,81.98
799,Student_799,7.3,57,48.4,D,Pass,57.89
800,Student_800,9.3,95,69.1,C,Pass,83.81
801,Student_801,7.4,63,41.7,D,Pass,55.56999999999999
802,Student_802,2.4,59,70.3,C,Pass,61.73
803,Student_803,6.2,51,97.8,A,Pass,83.83
804,Student_804,6.5,95,63.1,C,Pass,74.61
805,Student_805,4.8,58,42.3,D,Pass,49.48
806,Student_806,7.6,52,41.9,D,Pass,53.34
807,Student_807,9.4,70,63.3,C,Pass,74.28
808,Student_808,9.3,75,49.6,D,Pass,67.11
809,Student_809,5.1,57,41.4,D,Pass,49.290000000000006
810,Student_810,2.0,97,85.4,B,Pass,79.49000000000001
811,Student_811,9.9,51,67.5,C,Pass,73.05
812,Student_812,8.6,55,57.4,D,Pass,65.39
813,Student_813,2.1,77,94.0,A,Pass,79.85000000000001
814,Student_814,9.3,78,47.0,D,Pass,66.30000000000001
815,Student_815,8.8,75,97.4,A,Pass,94.78999999999999
816,Student_816,5.7,74,58.8,D,Pass,65.17999999999999
817,Student_817,6.3,61,93.3,A,Pass,83.82999999999998
818,Student_818,4.6,54,76.2,B,Pass,68.42
819,Student_819,1.5,83,69.99137749737118,C,Pass,65.7448264984227
820,Student_820,4.0,97,99.0,A,Pass,91.65
821,Student_821,8.2,86,57.3,D,Pass,72.28
822,Student_822,1.0,64,97.7,A,Pass,76.62
823,Student_823,4.0,93,63.4,C,Pass,69.28999999999999
824,Student_824,4.6,85,63.1,C,Pass,68.31
825,Student_825,5.8,64,60.4,C,Pass,63.839999999999996
826,Student_826,9.3,92,72.5,C,Pass,85.1
827,Student_827,4.1,97,49.2,D,Pass,61.97
828,Student_828,4.1,72,69.99137749737118,C,Pass,68.1948264984227
829,Student_829,7.6,55,72.5,C,Pass,72.45
830,Student_830,5.1,95,85.7,B,Pass,85.37
831,Student_831,3.0,99,90.0,A,Pass,84.75
832,Student_832,5.1,93,69.99137749737118,C,Pass,75.4448264984227
833,Student_833,2.3,92,58.1,D,Pass,62.46
834,Student_834,2.6,94,55.6,D,Pass,62.06
835,Student_835,5.5,70,51.7,D,Pass,59.519999999999996
836,Student_836,4.8,72,43.5,D,Pass,53.699999999999996
837,Student_837,9.2,92,60.5,C,Pass,77.69999999999999
838,Student_838,4.3,65,56.2,D,Pass,58.57
839,Student_839,6.2,96,98.0,A,Pass,95.2
840,Student_840,6.7,64,73.5,C,Pass,73.5
841,Student_841,1.1,74,60.8,C,Pass,57.18
842,Student_842,7.0,85,74.8,C,Pass,80.13
843,Student_843,2.6,60,48.4,D,Pass,49.24
844,Student_844,9.6,100,66.6,C,Pass,84.16
845,Student_845,2.3,64,77.6,B,Pass,67.16
846,Student_846,4.7,53,69.3,C,Pass,64.23
847,Student_847,1.8,70,64.1,C,Pass,59.559999999999995
848,Student_848,10.0,62,99.6,A,Pass,95.25999999999999
849,Student_849,5.5,71,92.8,A,Pass,84.43
850,Student_850,6.4,68,69.99137749737118,C,Pass,71.79482649842271
851,Student_851,1.6,83,74.2,C,Pass,68.47000000000001
852,Student_852,7.7,63,77.2,B,Pass,77.47
853,Student_853,2.9,53,52.1,D,Pass,50.309999999999995
854,Student_854,9.1,97,63.7,C,Pass,80.67
855,Student_855,2.8,95,42.4,D,Pass,54.79
856,Student_856,2.7,76,68.5,C,Pass,65.5
857,Student_857,1.3,78,72.6,C,Pass,65.66
858,Student_858,5.2,96,53.7,D,Pass,66.62
859,Student_859,6.1,77,97.8,A,Pass,90.13
860,Student_860,1.6,84,94.6,A,Pass,80.96
861,Student_861,8.0,57,83.3,B,Pass,80.22999999999999
862,Student_862,5.1,65,72.0,C,Pass,69.64999999999999
863,Student_863,5.7,91,92.2,A,Pass,89.47
864,Student_864,5.0,85,47.8,D,Pass,59.92999999999999
865,Student_865,4.6,79,87.4,B,Pass,81.39
866,Student_866,6.0,67,47.5,D,Pass,57.25
867,Student_867,2.4,51,87.7,B,Pass,70.17
868,Student_868,2.6,98,56.5,D,Pass,63.6
869,Student_869,8.8,62,92.6,A,Pass,88.66
870,Student_870,9.5,53,96.6,A,Pass,90.21
871,Student_871,4.4,75,48.9,D,Pass,56.89
872,Student_872,3.4,74,67.8,C,Pass,65.98
873,Student_873,6.8,79,98.9,A,Pass,92.69
874,Student_874,4.7,60,69.0,C,Pass,65.8
875,Student_875,1.2,56,91.8,A,Pass,71.48
876,Student_876,2.4,80,69.99137749737118,C,Pass,66.79482649842271
877,Student_877,7.4,93,62.5,C,Pass,75.55
878,Student_878,6.9,59,57.1,D,Pass,62.81
879,Student_879,1.2,88,52.2,D,Pass,55.72
880,Student_880,3.0,62,85.7,B,Pass,72.92
881,Student_881,3.1,80,63.2,C,Pass,64.12
882,Student_882,7.0,56,70.7,C,Pass,70.42
883,Student_883,1.2,98,69.5,C,Pass,68.6
884,Student_884,1.9,91,74.6,C,Pass,71.30999999999999
885,Student_885,8.2,91,91.9,A,Pass,94.28999999999999
886,Student_886,2.6,85,98.8,A,Pass,85.73
887,Student_887,6.9,69,64.5,C,Pass,69.75
888,Student_888,3.1,53,89.7,B,Pass,73.27
889,Student_889,1.9,56,69.99137749737118,C,Pass,59.7948264984227
890,Student_890,3.2,50,74.4,C,Pass,63.54
891,Student_891,7.5,93,97.4,A,Pass,96.69
892,Student_892,8.7,94,52.0,D,Pass,72.1
893,Student_893,8.5,91,46.6,D,Pass,67.71000000000001
894,Student_894,4.6,96,91.2,A,Pass,87.92
895,Student_895,7.0,62,66.3,C,Pass,69.28
896,Student_896,2.8,71,90.8,A,Pass,77.82999999999998
897,Student_897,3.6,70,93.6,A,Pass,80.86
898,Student_898,9.1,71,43.7,D,Pass,62.17
899,Student_899,1.1,77,93.0,A,Pass,77.25
900,Student_900,1.8,58,66.9,C,Pass,58.24
901,Student_901,2.9,75,70.6,C,Pass,66.91
902,Student_902,1.2,58,77.6,B,Pass,63.459999999999994
903,Student_903,2.6,64,95.6,A,Pass,78.55999999999999
904,Student_904,6.2,59,41.1,D,Pass,51.809999999999995
905,Student_905,4.8,73,68.6,C,Pass,69.00999999999999
906,Student_906,9.0,91,69.99137749737118,C,Pass,82.7448264984227
907,Student_907,8.4,57,83.4,B,Pass,81.08999999999999
908,Student_908,4.1,73,81.6,B,Pass,75.41
909,Student_909,3.3,65,48.1,D,Pass,51.71
910,Student_910,4.4,98,58.0,D,Pass,68.1
911,Student_911,6.3,75,69.99137749737118,C,Pass,73.3448264984227
912,Student_912,3.4,76,88.3,B,Pass,78.77999999999999
913,Student_913,6.6,86,56.7,D,Pass,68.72
914,Student_914,4.7,53,52.6,D,Pass,54.21
915,Student_915,6.0,99,97.4,A,Pass,95.19
916,Student_916,4.9,73,40.5,D,Pass,52.349999999999994
917,Student_917,3.7,68,69.99137749737118,C,Pass,66.3948264984227
918,Student_918,9.5,85,80.6,B,Pass,88.60999999999999
919,Student_919,7.9,88,89.7,B,Pass,91.61999999999999
920,Student_920,2.3,59,57.7,D,Pass,53.97
921,Student_921,8.8,74,40.9,D,Pass,60.64
922,Student_922,5.4,67,84.3,B,Pass,78.13
923,Student_923,9.1,68,69.99137749737118,C,Pass,77.1948264984227
924,Student_924,8.2,85,84.4,B,Pass,88.28999999999999
925,Student_925,4.8,59,69.99137749737118,C,Pass,66.3448264984227
926,Student_926,1.2,82,85.2,B,Pass,74.02000000000001
927,Student_927,3.4,99,86.1,B,Pass,83.21
928,Student_928,5.9,54,79.5,B,Pass,73.0
929,Student_929,6.7,96,69.99137749737118,C,Pass,79.3948264984227
930,Student_930,3.3,98,90.8,A,Pass,85.57999999999998
931,Student_931,2.3,84,76.8,B,Pass,71.67999999999999
932,Student_932,8.5,93,45.3,D,Pass,67.42999999999999
933,Student_933,9.9,83,69.3,C,Pass,82.13
934,Student_934,5.7,82,44.7,D,Pass,58.72
935,Student_935,2.5,70,64.5,C,Pass,61.199999999999996
936,Student_936,3.5,66,64.4,C,Pass,62.14
937,Student_937,1.2,71,44.0,D,Pass,46.55
938,Student_938,9.2,97,60.9,C,Pass,79.19
939,Student_939,2.1,86,46.7,D,Pass,53.72
940,Student_940,6.2,64,88.5,B,Pass,81.5
941,Student_941,3.5,84,96.9,A,Pass,86.14
942,Student_942,6.0,77,44.3,D,Pass,57.83
943,Student_943,6.9,56,97.3,A,Pass,86.17999999999999
944,Student_944,8.5,81,71.4,C,Pass,80.09
945,Student_945,2.9,60,58.0,D,Pass,55.599999999999994
946,Student_946,1.1,59,44.6,D,Pass,43.71000000000001
947,Student_947,2.2,58,70.0,C,Pass,60.9
948,Student_948,9.1,63,87.7,B,Pass,86.57000000000001
949,Student_949,8.9,62,82.4,B,Pass,82.74
950,Student_950,6.4,74,43.0,D,Pass,57.099999999999994
951,Student_951,6.4,51,69.99137749737118,C,Pass,67.54482649842271
952,Student_952,7.0,84,64.2,C,Pass,73.52000000000001
953,Student_953,2.6,56,57.7,D,Pass,53.82
954,Student_954,9.2,70,53.9,D,Pass,68.24
955,Student_955,4.8,67,56.9,D,Pass,60.49
956,Student_956,4.4,52,88.2,B,Pass,74.72
957,Student_957,5.7,91,95.8,A,Pass,91.63
958,Student_958,1.4,88,64.3,C,Pass,63.379999999999995
959,Student_959,2.5,90,94.4,A,Pass,84.14
960,Student_960,7.6,98,59.3,D,Pass,75.28
961,Student_961,1.7,60,68.6,C,Pass,59.559999999999995
962,Student_962,6.4,88,53.6,D,Pass,66.96
963,Student_963,3.2,73,78.4,B,Pass,71.69
964,Student_964,4.5,95,98.7,A,Pass,91.97
965,Student_965,3.6,68,76.2,B,Pass,69.92
966,Student_966,4.2,53,61.5,C,Pass,58.55
967,Student_967,7.5,75,78.9,B,Pass,81.09
968,Student_968,3.7,87,47.4,D,Pass,57.589999999999996
969,Student_969,6.1,91,93.3,A,Pass,90.92999999999999
970,Student_970,5.3,81,70.2,C,Pass,72.97
971,Student_971,7.0,88,67.0,C,Pass,76.19999999999999
972,Student_972,9.4,94,69.99137749737118,C,Pass,84.2948264984227
973,Student_973,7.6,95,77.5,B,Pass,85.45
